Hour,Heating Load (kW)
5271,0.03900273022997082
5272,0.0387871156550735
5273,0.038716449997049714
5274,0.039178143983289865
5275,0.04087049668673354
5276,0.04280834212235355
5277,0.04462828036994718
5278,0.04574258111372606
5279,0.046667741096888
5280,0.04786553184966057
5281,0.04897910261360174
5282,0.04920206045727793
5283,0.05030112812620522
5284,0.05063316778296446
5285,0.050375846916163626
5286,0.050117781882834125
5287,0.04933119779269219
5288,0.04787855598147109
5289,0.04570096857023587
5290,0.043172538149977374
5291,0.04097663599905609
5292,0.03919332521508367
5293,0.037700235172733194
5294,0.03659064418703995
5295,0.03851665418916641
5296,0.03720378760196518
5297,0.03747938031402624
5298,0.038135499126634456
5299,0.03946767084271298
5300,0.04104076915413283
5301,0.04321396011043406
5302,0.044574966375035795
5303,0.045654244186717916
5304,0.04642418542472499
5305,0.04752935711084179
5306,0.0475005296484487
5307,0.04845759594379833
5308,0.0495000228246559
5309,0.049927929970033334
5310,0.05028498999800003
5311,0.05024833548317016
5312,0.05007298098503872
5313,0.0491097815373349
5314,0.04788120659647933
5315,0.046545378802987265
5316,0.04445163952116477
5317,0.041932576419957276
5318,0.03932631019465062
5319,0.038731866554057026
5320,0.037891326865665265
5321,0.03758258031607697
5322,0.038403073042472015
5323,0.04084529503903803
5324,0.04224775614672592
5325,0.043564246781564196
5326,0.04534494066129997
5327,0.046779473422421204
5328,0.04783950838846265
5329,0.04900530834135825
5330,0.048872266877742356
5331,0.048798321723214196
5332,0.04932975857605321
5333,0.05000578227170323
5334,0.0507947881966793
5335,0.05129084410944756
5336,0.05171696442624389
5337,0.051537766372445754
5338,0.05032565265274021
5339,0.049472337640779754
5340,0.04872170972991973
5341,0.047481415580405265
5342,0.04657822155746662
5343,0.04640619796382144
5344,0.04577805154277255
5345,0.045139226056699074
5346,0.04399182911776102
5347,0.04426816203866586
5348,0.0448261999265612
5349,0.04558428011665206
5350,0.046334967122807574
5351,0.04720408946162368
5352,0.04925395139374843
5353,0.05054663091208509
5354,0.05120474948940155
5355,0.05262089134019179
5356,0.053240669973700416
5357,0.38789505335338414
5358,0.8506554011423733
5359,1.1618414739548617
5360,0.7140369773893155
5361,0.22628727729874704
5362,0.0525579572940389
5363,0.05161826868281784
5364,0.05060635568703092
5365,0.0489067158567388
5366,0.04780870215003918
5367,0.04712684053303702
5368,0.04663646562985645
5369,0.046841287730212275
5370,0.046938827172805044
5371,0.0473526487985626
5372,0.04704968484397421
5373,0.047577607271618
5374,0.048721429832335225
5375,0.04894237297163684
5376,0.04939792166646231
5377,0.05104017756798324
5378,0.05146272381273388
5379,0.05182426247009205
5380,0.05188532908071353
5381,0.052212383589755725
5382,0.05272492735881587
5383,0.05261700670836305
5384,0.05218036277654052
5385,0.0517373599189594
5386,0.051119181661649686
5387,0.05071956208596149
5388,0.05021111372523986
5389,0.048869068399842126
5390,0.04793749750386367
5391,0.04802941740333338
5392,0.047401831622782824
5393,0.046866292585190476
5394,0.04709130568143715
5395,0.0478284876899837
5396,0.04882952614969694
5397,0.04928263045616791
5398,0.049670607558705185
5399,0.0498147770635559
5400,0.050242538518504534
5401,0.050673603905867295
5402,0.05106602245924862
5403,0.050996956615224236
5404,0.05103201746490562
5405,0.051321255860091716
5406,0.05153247568183189
5407,0.051500462355863245
5408,0.051203485835774165
5409,0.049983674814818135
5410,0.048974611213173404
5411,0.04832740564395878
5412,0.046793937355712086
5413,0.045174784608410866
5414,0.04429222270213236
5415,0.04275055775272359
5416,0.04187589072880789
5417,0.042465569353140796
5418,0.042813428047997565
5419,0.043879038343556054
5420,0.04497567559769483
5421,0.04620085447461483
5422,0.046150529056136334
5423,0.047335928992518504
5424,0.04854192170671016
5425,0.05001112997634541
5426,0.05114764798218158
5427,0.052604073820465364
5428,0.05324874596371878
5429,0.053251162583752426
5430,0.1025423085913211
5431,0.05313121411319019
5432,0.05190439271649478
5433,0.05041798994630482
5434,0.048062537646929256
5435,0.04656036551469478
5436,0.04557511214198618
5437,0.044561245415441986
5438,0.043640128405055996
5439,0.04431674945626934
5440,0.04374808388513373
5441,0.042977501992944644
5442,0.043932385918270804
5443,0.044924043456583324
5444,0.044881729566895415
5445,0.045858955228093384
5446,0.047062378312974204
5447,0.0476383926660394
5448,0.04835366175104838
5449,0.04934283981126332
5450,0.049778207660423894
5451,0.050992745053048155
5452,0.051129912017122865
5453,0.05152302053395112
5454,0.05237073884638071
