Hour,Heating Load (MMBtu/hr)
1,0.17426372399158166
2,0.17853566141256702
3,0.18587326607495708
4,0.19061851247134898
5,0.20359229880931776
6,0.2087095198851325
7,0.2089508217461825
8,0.21212130270217944
9,0.21912607909968737
10,0.21524910971121342
11,0.19463828254568358
12,0.18162504084234676
13,0.16465672075485802
14,0.1550068774140905
15,0.15609405136044507
16,0.15590151902669436
17,0.15428411114299403
18,0.15502975751050863
19,0.15912492426374106
20,0.1611477604733744
21,0.16655776360428157
22,0.17415861900021892
23,0.17849921016264753
24,0.17933498681178228
25,0.18205560479389704
26,0.1835046870710965
27,0.1899099131957256
28,0.18939767112603803
29,0.18854618689884547
30,0.18235990073340172
31,0.1799830800912491
32,0.17684002794021897
33,0.17459126865617275
34,0.17047193692425364
35,0.16916600091752643
36,0.16155990215896263
37,0.1588305448131765
38,0.15693436249552611
39,0.16273325265517716
40,0.16174141236700537
41,0.15985122825569245
42,0.16253682757409596
43,0.16272586751617082
44,0.1630423960306875
45,0.1624876602412885
46,0.1639003386482143
47,0.1638915187337337
48,0.16086280705705486
49,0.1644440351024908
50,0.17034191728979037
51,0.17404989173486882
52,0.17073582903082915
53,0.1710213354654423
54,0.1704705043614837
55,0.1718231875888272
56,0.17268395733893846
57,0.1739910337226601
58,0.16935991240100384
59,0.16432798335612753
60,0.15738420784513585
61,0.15043302327452626
62,0.14512511077445392
63,0.14204230767734255
64,0.15157011590431985
65,0.15229298674728853
66,0.1534305130800299
67,0.15344984451095378
68,0.15453058040248996
69,0.1518981338339915
70,0.15104735490522653
71,0.15089906097981035
72,0.15062293201400223
73,0.15418136294607176
74,0.15452598736256623
75,0.15505039923624211
76,0.15488513656943603
77,0.15779721318400194
78,0.15708912368153555
79,0.15965898423469077
80,0.16264812077779994
81,0.16370043999190256
82,0.16417466766792435
83,0.16166385970407485
84,0.15534474191591638
85,0.14603115691484586
86,0.143587590930185
87,0.14164241863421964
88,0.13922651066558936
89,0.141131966264124
90,0.1459207772658701
91,0.1521458083824892
92,0.1611130028351048
93,0.17909486575804653
94,0.18447760746052574
95,0.18260222983339272
96,0.1847444274085716
97,0.18825471726552792
98,0.19465498160772787
99,0.19409756275957607
100,0.19192763053128653
101,0.18911459968683628
102,0.18756175242113088
103,0.1848082103371644
104,0.18405097834412318
105,0.18109137165988443
106,0.17840551460088616
107,0.1752486311869011
108,0.1723234873540944
109,0.1604583891408831
110,0.15488596932469573
111,0.15063141676987318
112,0.14906136109962453
113,0.1474321582051734
114,0.148437664121667
115,0.1535059586558901
116,0.1537736522323284
117,0.15726517138386195
118,0.15983652573292847
119,0.16272774449898092
120,0.1639789429186289
121,0.16840673775463452
122,0.17409968779556223
123,0.18261085896524498
124,0.1874528690658782
125,0.1886418869850238
126,0.1868131615724071
127,0.1874447585276492
128,0.18922294650129146
129,0.19343936530557373
130,0.1947324866490816
131,0.19297611169160941
132,0.18936335597799966
133,0.1768934940069285
134,0.17500627368897748
135,0.1790048707825523
136,0.18132444023291322
137,0.18976258936691937
138,0.19548891770046858
139,0.2016946808246362
140,0.20626234105284652
141,0.20679826775611046
142,0.2032691299025802
143,0.201022423865861
144,0.20372282270310835
145,0.21312973095408394
146,0.21694130741964185
147,0.2131787544317341
148,0.21572797655088266
149,0.2144267469266512
150,0.21632407099074558
151,0.2174369538695504
152,0.21718965654944072
153,0.2113599471615153
154,0.21412245428012575
155,0.2129265657091195
156,0.21166549486664316
157,0.20348201963665286
158,0.1981703920849938
159,0.20458876475462656
160,0.2050142677458054
161,0.20334079342807448
162,0.21016976820639824
163,0.21491040823429203
164,0.21647571930583842
165,0.21821620800870556
166,0.22225493143745637
167,0.22172408544082056
168,0.22015643694372664
169,0.2190373815949492
170,0.21868604760511215
171,0.2219442971010695
172,0.2202904089285388
173,0.21631208083353634
174,0.21328237385754809
175,0.21152375980581328
176,0.21163520344954276
177,0.2129775937553627
178,0.21515191634851777
179,0.2172074136615018
180,0.2168749082255501
181,0.21662768045095024
182,0.21682113289441513
183,0.2234375782650239
184,0.21516338760484757
185,0.20760379013865496
186,0.20148125451136645
187,0.1942058054743025
188,0.1818799157793676
189,0.16542792739900022
190,0.14552621665780877
191,0.13323568302948724
192,0.12896704424196376
193,0.13046595280231196
194,0.14423157665058683
195,0.15922599989237582
196,0.16754547418915897
197,0.1754423314485867
198,0.1771717106447748
199,0.17604696044283663
200,0.1753901406086321
201,0.1764377251025482
202,0.17137147912585493
203,0.16154540799482633
204,0.15512118818532003
205,0.14830654712987834
206,0.1445641592865452
207,0.14280753376648223
208,0.1461760543410893
209,0.15268839549151844
210,0.16141850985450043
211,0.17156389559093205
212,0.17871006834808376
213,0.1896884046999702
214,0.20120235684708687
215,0.2044819825303031
216,0.21050592942695168
217,0.21948051197407856
218,0.22677577290458725
219,0.23707882661167992
220,0.23801110090267188
221,0.2320049564573837
222,0.23287382421468636
223,0.23472678434018426
224,0.2356627790190783
225,0.23360939708116316
226,0.22959185734464704
227,0.22032054869098636
228,0.2190380156375059
229,0.20263001734110453
230,0.19755873678635535
231,0.20493543353542604
232,0.20335223568425062
233,0.2062397467084203
234,0.20520762658814481
235,0.2102409250952612
236,0.21481416498564107
237,0.22115585471927482
238,0.22561860321761879
239,0.2195835449041117
240,0.22368318349361116
241,0.22303822452711403
242,0.22843568083924048
243,0.23125433608392124
244,0.23192039290726452
245,0.23264429688919674
246,0.23552483604382338
247,0.2397618563429004
248,0.2408968462868779
249,0.24101636376007105
250,0.23517258269011973
251,0.22636958634377927
252,0.20729714028455604
253,0.20315665570097524
254,0.21563973766989813
255,0.22308976952205845
256,0.24144640901946846
257,0.2573126785812574
258,0.2753550457632405
259,0.29550826845442724
260,0.3061730077065361
261,0.3146950102500072
262,0.33394971197373996
263,0.3424249036354118
264,0.35234642515783093
265,0.3660066336868516
266,0.3740541943504863
267,0.378
268,0.378
269,0.378
270,0.378
271,0.378
272,0.378
273,0.378
274,0.378
275,0.378
276,0.378
277,0.378
278,0.378
279,0.378
280,0.378
281,0.378
282,0.378
283,0.378
284,0.378
285,0.378
286,0.378
287,0.378
288,0.378
289,0.378
290,0.378
291,0.378
292,0.378
293,0.378
294,0.378
295,0.378
296,0.378
297,0.378
298,0.378
299,0.378
300,0.378
301,0.378
302,0.378
303,0.378
304,0.378
305,0.378
306,0.378
307,0.378
308,0.378
309,0.378
310,0.378
311,0.378
312,0.378
313,0.378
314,0.378
315,0.378
316,0.378
317,0.378
318,0.378
319,0.378
320,0.378
321,0.378
322,0.378
323,0.36965428338967155
324,0.35731680351649037
325,0.3405366425231823
326,0.3280201677772863
327,0.32271916242602083
328,0.31469438122464366
329,0.31066928478346495
330,0.31110161008925025
331,0.31847639384527276
332,0.3188376520732332
333,0.321819324748856
334,0.32080122456408106
335,0.3248510770944552
336,0.32988083025456966
337,0.3403637245794584
338,0.3469760930427469
339,0.3584713899728547
340,0.36386145014848104
341,0.367334225578665
342,0.37081110422760755
343,0.37001865799836114
344,0.3711407012871454
345,0.37227436359285804
346,0.36351056913030444
347,0.35462488764114297
348,0.3373391815840019
349,0.3141024479518548
350,0.2994366750653316
351,0.29151604559719013
352,0.2850760482480013
353,0.28321265116893446
354,0.28416712129916805
355,0.2973336305417558
356,0.30879755816293075
357,0.315823224486548
358,0.3247579146034284
359,0.333231787881162
360,0.33919833018024936
361,0.34639540935006413
362,0.3509615148215867
363,0.35038873997626024
364,0.35628077984559925
365,0.3637540097357251
366,0.3656923546695217
367,0.3665067385826182
368,0.36360060293683016
369,0.3635409632691223
370,0.35233128040913936
371,0.3397086442521162
372,0.32114801324255055
373,0.2918169366849626
374,0.27093898354892654
375,0.258937278042806
376,0.25065430747794026
377,0.2488307738766944
378,0.2516655593352948
379,0.25601766769760714
380,0.26280659242831866
381,0.27067203372664844
382,0.282601697781526
383,0.2921880647197153
384,0.29740442202296546
385,0.30341982374980486
386,0.3057870415052114
387,0.2991689579155025
388,0.28818685471026967
389,0.2784411920481555
390,0.2708240052918677
391,0.26383745133783804
392,0.25860521602141634
393,0.2567327248063138
394,0.25354393110563417
395,0.24348704549693748
396,0.23924623213625756
397,0.23794321600326554
398,0.23833819515429758
399,0.2437659508623271
400,0.24764450788766193
401,0.25100030051440786
402,0.2539750953006367
403,0.25238039707384546
404,0.249528400119817
405,0.24925185093920213
406,0.2475156497176187
407,0.24198288562653586
408,0.2406640723862558
409,0.23824533712705798
410,0.2349267031447074
411,0.23376832903851097
412,0.23155240075356998
413,0.2287296005011891
414,0.23047246889970294
415,0.23039236132392224
416,0.23036640140364997
417,0.22998191106271604
418,0.2309137093928343
419,0.24422742901663735
420,0.2540676078018057
421,0.2562135620696511
422,0.25557939835097054
423,0.26370595184432083
424,0.2621230658003691
425,0.2583867940432892
426,0.25668413174809346
427,0.25974987169902786
428,0.2589640474540871
429,0.25641828929435856
430,0.2541597984987805
431,0.2522503934538123
432,0.24905434605102586
433,0.2459029081792691
434,0.24216903492942554
435,0.24346197264939287
436,0.24181559472647707
437,0.2418053257187593
438,0.23774531826500941
439,0.23254235889535735
440,0.22438555608713412
441,0.21692536899639012
442,0.20824339735507377
443,0.20889809355766156
444,0.21218479312720817
445,0.20985758800621898
446,0.20584839852742584
447,0.19131190794134298
448,0.186698049758904
449,0.18180359560768566
450,0.18414411322054794
451,0.18555347119824037
452,0.19912614382406962
453,0.2079772869130587
454,0.2144006886930051
455,0.2243368568250276
456,0.22654297102374835
457,0.22864477530163924
458,0.23353427438208615
459,0.23634154092715523
460,0.23609103630463815
461,0.23622458460085266
462,0.22917123442142903
463,0.2268013975971694
464,0.22317064384499571
465,0.22785069738771468
466,0.22777054657269266
467,0.21627968423480265
468,0.205218095561516
469,0.18593617361638837
470,0.17612777161578955
471,0.16951670291494875
472,0.16496822066683692
473,0.1647844511205649
474,0.16829372086333558
475,0.16776980306952644
476,0.17038542486049474
477,0.17551040843146884
478,0.1841466848225057
479,0.20088119222073994
480,0.2063530891725263
481,0.20308356644622727
482,0.20163799510525324
483,0.1970374272603889
484,0.19865437829952146
485,0.19508487472811453
486,0.19076537908079552
487,0.18563354824847758
488,0.1814927046117657
489,0.17537184320427093
490,0.17177074099760561
491,0.16423793771813228
492,0.16059919091488511
493,0.1657787930569701
494,0.17016747939358792
495,0.16318106196843493
496,0.1578842008900265
497,0.15599960821829176
498,0.16017144323797763
499,0.1660976623695349
500,0.16694461465397006
501,0.17131545847430368
502,0.17073969699423613
503,0.17143306197743596
504,0.17351299460969627
505,0.17530676590667324
506,0.1752862314199223
507,0.17787637303477258
508,0.1773727923015639
509,0.17499845533054037
510,0.17459336788705865
511,0.17241228484527873
512,0.1703606870214176
513,0.17264615962513225
514,0.17386019899458233
515,0.1689367399063167
516,0.16447272570106594
517,0.15295457931242934
518,0.1417351602016379
519,0.12839384989449854
520,0.1223215598140258
521,0.11785796662854128
522,0.1216813533018704
523,0.1284704111406105
524,0.1317414127623659
525,0.1349146326452
526,0.13736845736693945
527,0.13550202308985268
528,0.13770911456580842
529,0.14522593710672768
530,0.14394850239864518
531,0.13929993186534112
532,0.1392958521024828
533,0.13896732696133765
534,0.1404399386423322
535,0.14052298622880804
536,0.14090664312062676
537,0.1435148167602272
538,0.14129130639742032
539,0.1335268230323848
540,0.12495566544063509
541,0.11507637552055985
542,0.11195978206893827
543,0.10966980014290761
544,0.11332283794113607
545,0.11862654689833647
546,0.12617970235499518
547,0.13858019405007244
548,0.14055016242965188
549,0.14446968010538552
550,0.15101360731074434
551,0.15502814642647614
552,0.16001514025737937
553,0.16540097306895873
554,0.16978525763457566
555,0.17207595024624547
556,0.17681833497150024
557,0.1766045109495521
558,0.1740941325972744
559,0.17331558734150218
560,0.17063352522457112
561,0.16946913354456541
562,0.16775928724333086
563,0.16668980448849688
564,0.16150956672583258
565,0.1485117404012919
566,0.13230483443369662
567,0.11914997530294547
568,0.11240726375865272
569,0.11311725590667736
570,0.12003101784647835
571,0.12804615088619237
572,0.1326749142395991
573,0.13795978447603588
574,0.13864728251490085
575,0.1397118260779496
576,0.14453215446433348
577,0.14528700930941846
